date_time	temperature_celsius
2026-08-24 16:00:55.526	40.25
2026-08-24 16:00:56.526	40.25
2026-08-24 16:00:57.527	40.25
2026-08-24 16:00:58.528	40.25
2026-08-24 16:00:59.529	40.25
2026-08-24 16:01:00.530	40.25
2026-08-24 16:01:01.531	40.25
2026-08-24 16:01:02.532	40.25
2026-08-24 16:01:03.533	40.25
2026-08-24 16:01:04.533	40.25
2026-08-24 16:01:05.534	40.25
2026-08-24 16:01:06.535	40.25
2026-08-24 16:01:07.535	40.25
2026-08-24 16:01:08.536	40.25
2026-08-24 16:01:09.537	40.25
2026-08-24 16:01:10.538	40.0
2026-08-24 16:01:11.539	40.0
2026-08-24 16:01:12.540	40.0
2026-08-24 16:01:13.540	40.0
2026-08-24 16:01:14.541	40.0
2026-08-24 16:01:15.542	40.0
2026-08-24 16:01:16.542	40.0
2026-08-24 16:01:17.543	40.0
2026-08-24 16:01:18.544	40.0
2026-08-24 16:01:19.544	40.0
2026-08-24 16:01:20.545	39.75
2026-08-24 16:01:21.546	40.0
2026-08-24 16:01:22.546	40.0
2026-08-24 16:01:23.547	39.75
2026-08-24 16:01:24.549	39.75
2026-08-24 16:01:25.550	39.75
2026-08-24 16:01:26.551	39.75
2026-08-24 16:01:27.555	39.75
2026-08-24 16:01:28.555	39.75
2026-08-24 16:01:29.556	39.75
2026-08-24 16:01:30.557	39.75
2026-08-24 16:01:31.558	39.75
2026-08-24 16:01:32.559	39.75
2026-08-24 16:01:33.560	39.75
2026-08-24 16:01:34.561	39.75
2026-08-24 16:01:35.562	39.5
2026-08-24 16:01:36.562	39.75
2026-08-24 16:01:37.563	39.5
2026-08-24 16:01:38.564	39.75
2026-08-24 16:01:39.564	39.75
2026-08-24 16:01:40.565	39.5
2026-08-24 16:01:41.566	39.75
2026-08-24 16:01:42.566	39.75
2026-08-24 16:01:43.567	39.75
2026-08-24 16:01:44.568	39.75
2026-08-24 16:01:45.569	39.75
2026-08-24 16:01:46.570	39.75
2026-08-24 16:01:47.571	39.75
2026-08-24 16:01:48.571	39.75
2026-08-24 16:01:49.572	39.75
2026-08-24 16:01:50.573	39.75
2026-08-24 16:01:51.573	40.0
2026-08-24 16:01:52.574	40.0
2026-08-24 16:01:53.575	40.0
2026-08-24 16:01:54.575	40.0
2026-08-24 16:01:55.576	40.0
2026-08-24 16:01:56.577	40.0
2026-08-24 16:01:57.577	40.25
2026-08-24 16:01:58.578	40.25
2026-08-24 16:01:59.579	40.25
2026-08-24 16:02:00.579	40.25
2026-08-24 16:02:01.580	40.25
2026-08-24 16:02:02.581	40.25
2026-08-24 16:02:03.582	40.25
2026-08-24 16:02:04.582	40.25
2026-08-24 16:02:05.583	40.5
2026-08-24 16:02:06.584	40.5
2026-08-24 16:02:07.585	40.5
2026-08-24 16:02:08.585	40.5
2026-08-24 16:02:09.586	40.5
2026-08-24 16:02:10.587	40.5
2026-08-24 16:02:11.587	40.75
2026-08-24 16:02:12.588	40.5
2026-08-24 16:02:13.589	40.75
2026-08-24 16:02:14.589	40.75
2026-08-24 16:02:15.590	40.75
2026-08-24 16:02:16.591	40.5
2026-08-24 16:02:17.591	40.75
2026-08-24 16:02:18.592	40.5
2026-08-24 16:02:19.593	40.75
2026-08-24 16:02:20.594	40.75
2026-08-24 16:02:21.594	40.75
2026-08-24 16:02:22.595	40.5
2026-08-24 16:02:23.596	40.75
2026-08-24 16:02:24.596	40.75
2026-08-24 16:02:25.597	40.5
2026-08-24 16:02:26.597	40.75
2026-08-24 16:02:27.598	40.75
2026-08-24 16:02:28.599	40.5
2026-08-24 16:02:29.599	40.75
2026-08-24 16:02:30.600	40.75
2026-08-24 16:02:31.600	40.5
2026-08-24 16:02:32.601	40.5
2026-08-24 16:02:33.602	40.5
2026-08-24 16:02:34.603	40.5
2026-08-24 16:02:35.603	40.5
2026-08-24 16:02:36.604	40.5
2026-08-24 16:02:37.605	40.5
2026-08-24 16:02:38.606	40.5
2026-08-24 16:02:39.606	40.5
2026-08-24 16:02:40.607	40.5
2026-08-24 16:02:41.607	40.5
2026-08-24 16:02:42.608	40.5
2026-08-24 16:02:43.609	40.5
2026-08-24 16:02:44.609	40.5
2026-08-24 16:02:45.610	40.5
2026-08-24 16:02:46.611	40.5
2026-08-24 16:02:47.612	40.5
2026-08-24 16:02:48.612	40.5
2026-08-24 16:02:49.613	40.5
2026-08-24 16:02:50.614	40.5
2026-08-24 16:02:51.614	40.5
2026-08-24 16:02:52.615	40.5
2026-08-24 16:02:53.616	40.5
2026-08-24 16:02:54.617	40.5
2026-08-24 16:02:55.618	40.25
2026-08-24 16:02:56.618	40.25
2026-08-24 16:02:57.619	40.25
2026-08-24 16:02:58.620	40.25
2026-08-24 16:02:59.621	40.25
2026-08-24 16:03:00.622	40.25
2026-08-24 16:03:01.622	40.25
2026-08-24 16:03:02.623	40.25
2026-08-24 16:03:03.624	40.25
2026-08-24 16:03:04.624	40.25
2026-08-24 16:03:05.625	40.25
2026-08-24 16:03:06.626	40.25
2026-08-24 16:03:07.626	40.25
2026-08-24 16:03:08.627	40.25
2026-08-24 16:03:09.628	40.0
2026-08-24 16:03:10.628	40.0
2026-08-24 16:03:11.629	40.0
2026-08-24 16:03:12.630	40.0
2026-08-24 16:03:13.630	40.0
2026-08-24 16:03:14.631	40.0
2026-08-24 16:03:15.632	40.0
2026-08-24 16:03:16.632	40.0
2026-08-24 16:03:17.633	40.0
2026-08-24 16:03:18.634	40.0
2026-08-24 16:03:19.635	40.0
2026-08-24 16:03:20.635	40.0
2026-08-24 16:03:21.636	40.0
2026-08-24 16:03:22.637	40.0
2026-08-24 16:03:23.638	40.0
2026-08-24 16:03:24.638	40.0
2026-08-24 16:03:25.639	40.0
2026-08-24 16:03:26.640	40.0
2026-08-24 16:03:27.640	40.0
2026-08-24 16:03:28.641	40.0
2026-08-24 16:03:29.641	39.75
2026-08-24 16:03:30.642	39.75
2026-08-24 16:03:31.643	39.75
2026-08-24 16:03:32.643	39.75
2026-08-24 16:03:33.644	39.75
2026-08-24 16:03:34.645	39.75
2026-08-24 16:03:35.645	39.75
2026-08-24 16:03:36.646	39.75
2026-08-24 16:03:37.647	39.75
2026-08-24 16:03:38.647	39.75
2026-08-24 16:03:39.648	39.5
2026-08-24 16:03:40.648	39.75
2026-08-24 16:03:41.649	39.75
2026-08-24 16:03:42.649	39.75
2026-08-24 16:03:43.650	39.75
2026-08-24 16:03:44.651	39.75
2026-08-24 16:03:45.651	39.75
2026-08-24 16:03:46.652	39.75
2026-08-24 16:03:47.653	39.75
2026-08-24 16:03:48.654	39.75
2026-08-24 16:03:49.654	39.75
2026-08-24 16:03:50.655	39.75
2026-08-24 16:03:51.656	39.75
2026-08-24 16:03:52.656	39.75
2026-08-24 16:03:53.657	39.75
2026-08-24 16:03:54.658	39.75
2026-08-24 16:03:55.659	39.75
2026-08-24 16:03:56.660	39.75
2026-08-24 16:03:57.660	39.75
2026-08-24 16:03:58.661	40.0
2026-08-24 16:03:59.661	39.75
2026-08-24 16:04:00.662	40.0
2026-08-24 16:04:01.663	40.0
2026-08-24 16:04:02.663	40.0
2026-08-24 16:04:03.664	40.25
2026-08-24 16:04:04.664	40.0
2026-08-24 16:04:05.665	40.0
2026-08-24 16:04:06.666	40.25
2026-08-24 16:04:07.666	40.25
2026-08-24 16:04:08.667	40.25
2026-08-24 16:04:09.668	40.25
2026-08-24 16:04:10.668	40.25
2026-08-24 16:04:11.669	40.25
2026-08-24 16:04:12.669	40.25
2026-08-24 16:04:13.670	40.5
2026-08-24 16:04:14.670	40.5
2026-08-24 16:04:15.671	40.5
2026-08-24 16:04:16.672	40.5
2026-08-24 16:04:17.672	40.5
2026-08-24 16:04:18.673	40.5
2026-08-24 16:04:19.673	40.5
2026-08-24 16:04:20.674	40.5
2026-08-24 16:04:21.675	40.5
2026-08-24 16:04:22.675	40.75
2026-08-24 16:04:23.676	40.75
2026-08-24 16:04:24.676	40.75
2026-08-24 16:04:25.677	40.75
2026-08-24 16:04:26.677	40.75
2026-08-24 16:04:27.678	40.75
2026-08-24 16:04:28.678	40.75
2026-08-24 16:04:29.679	40.75
2026-08-24 16:04:30.680	40.75
2026-08-24 16:04:31.680	40.75
2026-08-24 16:04:32.681	40.75
2026-08-24 16:04:33.681	40.75
2026-08-24 16:04:34.682	40.5
2026-08-24 16:04:35.683	40.75
2026-08-24 16:04:36.683	40.5
2026-08-24 16:04:37.684	40.75
2026-08-24 16:04:38.684	40.5
2026-08-24 16:04:39.685	40.75
2026-08-24 16:04:40.685	40.75
2026-08-24 16:04:41.686	40.75
2026-08-24 16:04:42.686	40.75
2026-08-24 16:04:43.687	40.5
2026-08-24 16:04:44.688	40.75
2026-08-24 16:04:45.688	40.5
2026-08-24 16:04:46.689	40.75
2026-08-24 16:04:47.689	40.5
2026-08-24 16:04:48.690	40.5
2026-08-24 16:04:49.691	40.5
2026-08-24 16:04:50.691	40.5
2026-08-24 16:04:51.692	40.5
2026-08-24 16:04:52.692	40.5
2026-08-24 16:04:53.693	40.5
2026-08-24 16:04:54.693	40.5
2026-08-24 16:04:55.694	40.5
2026-08-24 16:04:56.695	40.5
2026-08-24 16:04:57.695	40.5
2026-08-24 16:04:58.696	40.5
2026-08-24 16:04:59.696	40.5
2026-08-24 16:05:00.697	40.5
2026-08-24 16:05:01.697	40.5
2026-08-24 16:05:02.698	40.5
2026-08-24 16:05:03.699	40.5
2026-08-24 16:05:04.699	40.5
2026-08-24 16:05:05.700	40.5
2026-08-24 16:05:06.701	40.5
2026-08-24 16:05:07.702	40.25
2026-08-24 16:05:08.702	40.25
2026-08-24 16:05:09.703	40.25
